time,tip_cam_x,tip_cam_y,tip_cam_z,tip_plane_x,tip_plane_y,tip_plane_z,solder_plane_x,solder_plane_y,solder_plane_z,roll_deg,pitch_deg,yaw_deg,tilt_angle,est_area,touch_tip_board,touch_solder_board,touch_tip_solder,soldering_3way
1764109243.7473583,0.014325927686346412,0.0007026954270318367,0.37672948570972165,0.01894785057479057,0.029383515007413288,5.159305932526297e-05,-0.0009351732407850595,-0.0071030815660686475,-0.0019835837903698084,100.3736077591041,-28.858606094712787,-176.2935247056475,59.48518066660077,8.74870378401841,True,True,False,False
1764109243.8103902,0.01559350134549033,-0.00047894364246768226,0.37528554272075026,0.019526232012635834,0.029380839983160826,0.0005435815434439817,-0.003020068994444864,-0.011896808252485847,-0.00035050770461625413,98.9661306000013,-27.525974593582173,-176.291610623094,61.15942137102883,8.450860561866314,True,True,False,False
1764109243.8729756,0.01559350134549033,-0.00047894364246768226,0.37528554272075026,0.01987326087534299,0.02937923496860935,0.0008387746339152129,-0.0017610465344325178,-0.00861027399579073,-0.00026473566554008343,98.12955782137475,-26.72636683102684,-176.3080689617907,62.15187998919771,8.260613118819748,True,True,False,False
1764109243.9339786,0.01559350134549033,-0.00047894364246768226,0.37528554272075026,0,0,0,-0.0011155906555019683,-0.008680737470588284,0.0002898213270167982,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109243.9955683,0.01559350134549033,-0.00047894364246768226,0.37528554272075026,0,0,0,-0.001455516193747463,-0.006799445859811404,0.00019857590770058775,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109244.0590866,0.015706091876373923,-0.012008600522824747,0.3730268328932404,0.01977381909436584,0.03192750404447503,0.004803961531799412,-0.0014602174288889883,-0.010968953914821222,-0.0011359677748224994,104.93842952898356,-30.050463198727773,179.0743729397481,56.754673011323916,9.169950186885448,False,False,False,False
1764109244.120674,0.011757539296434204,-0.009791905469112044,0.36198787167573,0.017906747748322686,0.02951585950737502,0.008535344662995341,-0.0010198458566658963,-0.007879322238867947,-0.0016618717045607245,109.36638146068992,-31.91223542112509,174.69941543801664,53.20926023429064,9.592226594806307,False,False,False,False
1764109244.1840196,0.011757539296434204,-0.009791905469112044,0.36198787167573,0.016786504940696795,0.028068872785115013,0.010774174541712898,-0.002175549687115778,-0.009749367475912957,-0.001150786208203497,112.14414992380166,-32.88639461978947,171.9530463057415,51.060281799793756,9.77707941155368,True,True,False,False
1764109244.2468953,0.011757539296434204,-0.009791905469112044,0.36198787167573,0,0,0,-0.003405495758033209,-0.010406066593880325,-0.0003324703291026354,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109244.3084342,0.011757539296434204,-0.009791905469112044,0.36198787167573,0,0,0,-0.003991380124908336,-0.01147557787479353,-0.0003038859183907838,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109244.3735423,0.011757539296434204,-0.009791905469112044,0.36198787167573,0,0,0,-0.0027099490427617105,-0.010522940238297085,-0.00021097716907664266,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109244.435334,0.011757539296434204,-0.009791905469112044,0.36198787167573,0,0,0,-0.0026755425057175316,-0.01110454200277583,0.000670790219373163,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109244.4995859,0.011757539296434204,-0.009791905469112044,0.36198787167573,0,0,0,-0.003796600504480125,-0.012274418943735849,0.0002187532462954167,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109244.5626104,0.011757539296434204,-0.009791905469112044,0.36198787167573,0,0,0,-0.0030476206539123783,-0.01018210563030758,0.0001483530693853763,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109244.6276138,0.0031682989003268824,-0.012055742983516575,0.3747391789145957,0.013138533038750209,0.030361217374028138,0.009184875722074012,0.006231986156012274,0.1233121714827072,-0.0015311066201180168,115.40861657601987,-38.8209273644057,168.82452767439122,44.728358944282036,9.99955045590616,False,False,False,False
1764109244.6896348,0.002233335302307196,-0.013872179379001388,0.37280339535525375,0.010536967881214956,0.031866952070662036,0.00895217204932588,0.00393915805841609,0.13184164887107688,-0.001660493649809358,117.02748631730954,-42.25607038280281,166.54325441811937,41.24760841472525,9.914339613216674,False,False,False,False
1764109244.7537692,0.002233335302307196,-0.013872179379001388,0.37280339535525375,0.008976028786693804,0.03277039288864238,0.008812549845677,0.0021108806695903787,0.12262664431738574,-0.001118820966823253,118.13503656327588,-44.29314412960647,165.04637762613635,39.138654616564764,9.791424242668834,True,False,False,False
1764109244.8143795,0.0018087040323688242,-0.015746065193651848,0.37488864315590154,0.008049529511366171,0.03514328052960936,0.007661572541604914,0.001980158314269776,0.15668678580463563,-0.002114228124780071,118.9976841272299,-45.389203587695924,163.0363929155036,37.897298573248605,9.694222136915139,True,False,False,False
1764109244.874086,0.0018087040323688242,-0.015746065193651848,0.37488864315590154,0.007493629946169591,0.036567013114189556,0.006970986159161662,0.006118632007428737,0.16803684120981954,-0.001457098697618009,119.5498610954497,-46.03629459078534,161.79998727310874,37.15011904856141,9.626928709196248,True,False,False,False
1764109244.9365928,-0.0016534182056227517,-0.01856929554097932,0.3758437982724364,0.005748275298240474,0.03821938383780889,0.006657089998183931,-0.003770102512433565,-0.010841934595155117,-0.0015335638887568614,121.85453762380462,-46.5977949391645,157.20396664100554,35.70622977475742,9.478377485427487,True,False,False,False
1764109244.9991744,0.002978408126672445,-0.01084638396973623,0.3794581019461689,0.006933827407928863,0.03818031131968201,0.004054182576988287,-0.003494671712420669,-0.009299779888452597,-0.0003513799591190192,134.67710009287933,-39.752023155449464,141.0725852890673,33.14039347336417,9.155277562948246,True,False,False,False
1764109245.0607584,0.002978408126672445,-0.01084638396973623,0.3794581019461689,0.0076451586737418965,0.03815686780880589,0.0024924381242709,-0.004268012154052146,-0.010824232890618707,-0.0002511490201901334,140.5457990507255,-34.52590466572349,133.0962409139871,31.569837246033174,8.921106044249504,True,True,False,False
1764109245.1211991,0.0007573165678550417,-0.030691585400423015,0.396215702919176,0.006481806777898385,0.047474399360820874,0.0032365861601633718,0.008757866500513599,0.17264348530802295,0.0006536083939256976,135.66129876815594,-42.550164437258466,139.15806228531545,30.988663369427016,8.827617430074046,True,False,False,False
1764109245.1867068,-0.002429503194041928,-0.028790916873959634,0.3665059501737398,0.0044435130878500055,0.04440388796080111,0.010449119780406892,-0.005244460629367299,-0.008977108527771505,-0.000669093205009269,132.1235696276656,-48.089178268687164,144.52608564419623,29.69848221737179,8.607150564720296,True,False,False,False
1764109245.2482164,-0.002429503194041928,-0.028790916873959634,0.3665059501737398,0.0032205368738209774,0.042561581120789255,0.014776639952553005,-0.004611398598192,-0.008416679172094488,-0.00047124498946779503,129.40727085102495,-51.289774015843705,148.31075189418607,28.894820563953502,8.460968101726014,True,False,False,False
1764109245.306623,-0.002429503194041928,-0.028790916873959634,0.3665059501737398,0,0,0,-0.007366688376478768,-0.008503469110403422,0.001268194625324126,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109245.3701596,-0.006799269612144051,-0.030554428219514,0.3566137177388811,0.000513157023515255,0.03726914044357414,0.022666335001121633,-0.007456657290389353,-0.009746970344456707,0.0033810610213709513,142.3459721420129,-45.377818715980965,132.84270269081054,25.410967369811516,7.751863938536796,False,False,False,False
1764109245.4313765,-0.006799269612144051,-0.030554428219514,0.3566137177388811,-0.0011112708866681783,0.03409367603724507,0.02740015203026281,-0.007701990164358189,-0.008581536842020121,0.0023684497888962763,148.34734140252812,-40.85106346678425,125.25355095379902,23.387108643304998,7.286605120566771,False,False,False,False
1764109245.495298,-0.009342211704751517,-0.03130594045515514,0.3607737117464435,-0.002189526383242936,0.03262306929470547,0.029648775313704672,-0.010782181426470382,-0.006251065577160375,0.0026190858065293088,151.3119265052591,-39.39646337522738,121.9409100485054,21.77499121203924,6.889870997317696,False,True,False,False
1764109245.5538573,-0.009342211704751517,-0.03130594045515514,0.3607737117464435,0,0,0,-0.007687478249078865,-0.004399506873386527,-0.0013915559221014395,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109245.6261299,-0.009342211704751517,-0.03130594045515514,0.3607737117464435,0,0,0,-0.007858365638982043,-0.0041037885262618645,-0.0009761894060340559,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109245.6843374,-0.008254181034228415,-0.018584040027401473,0.3612395618708507,-0.0011234419315262986,0.029214532653720815,0.0252152475320241,-0.009949339928240574,-0.0035633646649278483,-0.0009678271995521848,148.92520389140975,-34.67482571420054,121.99099080619561,25.118016077380176,7.686859236624382,False,False,False,False
1764109245.7438486,-0.008254181034228415,-0.018584040027401473,0.3612395618708507,-0.00048379126049631616,0.02716941066913002,0.022555130863015756,-0.009965691636355441,-0.006296361879383566,-0.0006728469970452289,147.55506751103314,-31.83849353620702,121.90850799867448,27.114349863338703,8.113567252901646,False,False,False,False
1764109245.8032234,-0.006704718360353634,-0.01762220659046148,0.36717811467162226,0.001164004218638163,0.027498904194131726,0.019357138426705015,-0.009503187465582052,-0.004158548527530642,0.00034790905032766606,143.63317182222286,-29.635869772392763,123.06325046883659,31.02325808860411,8.833284472271753,False,True,False,False
1764109245.8629067,-0.006704718360353634,-0.01762220659046148,0.36717811467162226,0,0,0,-0.008456019193599746,-0.006651856954335844,0.0011665840358714985,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109245.929933,-0.006704718360353634,-0.01762220659046148,0.36717811467162226,0,0,0,-0.008672176674885328,-0.0030992543386209603,0.0007911555317616781,0.0,0.0,0.0,0.0,0.0,False,False,False,False
1764109245.9898765,0.0009051318744775771,-0.007337525241584243,0.3762084801276299,0.0062049843877923045,0.02759941210290734,0.011996795767516796,-0.007600154784849895,-0.005623783859048687,-0.0007287184088408671,135.50951845000947,-24.227915795062145,123.94842158075215,39.72215744658811,9.830773306127819,False,False,False,False
1764109246.0513873,0.001734601292379432,-0.0056873133446236485,0.37768040353534904,0.009439322922059576,0.026986890602192972,0.008470800806864964,-0.010496113788746644,-0.004770242877176256,0.0024883598337563373,129.5203978621942,-21.4882393016491,125.23845990118896,45.87152446307431,9.995372883866803,False,False,False,False
1764109246.1126997,0.001734601292379432,-0.0056873133446236485,0.37768040353534904,0.011379926042619939,0.02661937770176435,0.006355203830473866,-0.010555166704063652,-0.005814779285285648,0.0017406104691799484,126.00476499222664,-19.78729444300492,125.8538713958785,49.57039189125743,9.873009779140403,True,True,False,False
1764109246.1772122,0.0012193105078513872,-0.004375652919367454,0.38035358107831696,0.012830193678692717,0.027407374527777785,0.0038751895840391606,-0.008619349846216207,-0.006221771608564242,0.0004876542784086335,122.90517208318698,-19.380923970477145,128.81556919766766,52.37234319440631,9.670695465425908,True,True,False,False
1764109246.236475,0.0005666938136340387,-0.0041283011915596406,0.3819018022387209,0.013728004780162922,0.028869076607721332,0.0011684858963990571,-0.00776061216135464,-0.004015405453662302,-0.0007076891655786177,121.25074509213671,-19.77913292138241,132.5079041665913,53.55902466867397,9.557003386840105,True,True,False,False
1764109246.3006053,0.0005666938136340387,-0.0041283011915596406,0.3819018022387209,0.014266691441045046,0.02974609785568746,-0.0004555363161850047,-0.006786643972791804,-0.0036282873921237024,-0.0004821902529999478,120.24376544191497,-19.969577806944816,134.73405020038746,54.28670762106725,9.479163024087109,True,True,False,False
1764109246.3639727,0.0017655350676137604,-0.007727800803264587,0.3796988322505766,0.015049204939557213,0.03066412666823927,0.0007102706089843183,-0.007757680858082672,-0.003934130011673559,0.000557100903230856,118.70364658307604,-20.90112805541202,137.94170674458852,55.024692084697335,9.393974790186672,True,True,False,False
1764109246.4273546,0.0022676137858824025,-0.007943452028089305,0.3746003142526512,0.015805055990176682,0.03010611211969888,0.0028600448855786932,-0.008295177008608053,-0.005453329304533405,3.692799748217235e-05,117.4757707900161,-21.524324536465176,140.2033954511748,55.62236291294781,9.320412283728768,True,True,False,False
1764109246.488518,0.0022676137858824025,-0.007943452028089305,0.3746003142526512,0.01625856662054836,0.02977130339057464,0.004149909451535318,-0.007826884758532543,-0.006414616260454448,2.8850212512809836e-05,116.72399204743189,-21.876387177528052,141.57204378301782,55.98231641339305,9.274149126790798,True,True,False,False
1764109246.552034,0.00407209535010989,-0.005612404227083,0.3755367092433458,0.017455473813849126,0.0299062358395804,0.0037665832761187524,-0.006470249391991704,-0.003646335511264087,-0.000790991476374292,115.32746664363772,-21.681332878122326,143.3752620280669,57.13282762232117,9.116497865460415,True,True,False,False
1764109246.614492,0.004260062342430055,-0.003271387899349998,0.37583218300647775,0.018147757393749853,0.029729783080999234,0.004081924766696646,-0.008733627093709175,-0.0016116682736629362,0.0016360299664165134,114.75193852052726,-22.083593215459075,144.79460761787496,57.299421544787975,9.092445143601996,True,True,False,False
1764109246.6790051,0.004260062342430055,-0.003271387899349998,0.37583218300647775,0.01856312754169029,0.029623911425850535,0.004271129661043382,-0.007648749560771141,-0.0013606432934301083,0.0011498396898910745,114.40069878289518,-22.318564093257585,145.6502948800859,57.40045800738318,9.077707724377714,True,True,False,False
